borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,notes,borocd,councildist,ct2010,latitude,longitude,precinct,object_id,location_point,_assembly_district,_congress_district,dsny_district,_dsny_section,dsny_zone,senate_district,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,website,app_android,app_ios,bbl,bin
Brooklyn,East New York-New Lots,East New York Farms: UCC Youth Farm,613 New Lots Avenue,East New York Farms,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,305,42,3112400,40.66547,-73.88668,75,42516,"{'type': 'Point', 'coordinates': [-73.88668, 40.66547]}",60,8,BKN05,BKN054,BKN,19,17214,45,2,25,47,https://ucceny.org/enyf/,,,3040890025,3090717
Queens,Astoria (Central),NE Crescent Street & 31st Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007500,40.7649409,-73.92701134,114,41998,"{'type': 'Point', 'coordinates': [-73.92701134, 40.7649409]}",36,14,QW01,QW013,QW,59,16863,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=98,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363790'},,
Manhattan,East Village,SE 1 Ave & E 14 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1003400,40.73120287,-73.9824943,9,42257,"{'type': 'Point', 'coordinates': [-73.9824943, 40.73120287]}",74,12,MN03,MN034,MN,27,11729,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=295,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363987'},,
Manhattan,East Harlem (North),SW East 118th Street & 1 Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",111,8,1018800,40.797433,-73.93471364,25,42426,"{'type': 'Point', 'coordinates': [-73.93471364, 40.797433]}",68,13,MN11,MN112,MN,29,13093,7,4,35,16,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=395,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364087'},,
Brooklyn,Bedford-Stuyvesant (West),SW Nostrand Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3024500,40.68393669,-73.95034757,79,42072,"{'type': 'Point', 'coordinates': [-73.95034757, 40.68393669]}",57,8,BKN03,BKN032,BKN,25,17618,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=114,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363806'},,
Brooklyn,East New York (North),East New York Farms: St. John Community Garden,"474 New Jersey Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),,305,42,3115600,40.6676529,-73.8940832,75,42521,"{'type': 'Point', 'coordinates': [-73.8940832, 40.6676529]}",60,8,BKN05,BKN054,BKN,19,17214,45,2,25,47,ucceny.org/enyf-old/compost/,,,,
Brooklyn,Bushwick (East),Wilson Ave Food Scrap Drop-off,Wilson Ave & Moffat St (near L train),GrowNYC,Year Round,Thursday (Start Time: 9:00 AM - End Time:  1:00 PM),,304,37,3041100,40.688793,-73.904826,83,42104,"{'type': 'Point', 'coordinates': [-73.904826, 40.688793]}",54,7,BKN04,BKN043,BKN,18,17214,42,2,37,53,grownyc.org/compost,,,,
Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Compost Learning Center,758 Enright Rd,NYC Compost Project Hosted by Earth Matter NY,May 1- November 1,Saturday and Sunday (Start Time: 12:00 PM - End Time:  4:00 PM),,101,1,1000500,40.6871579,-74.0201142,1,42235,"{'type': 'Point', 'coordinates': [-74.0201142, 40.6871579]}",61,10,MN01,,MN,26,11725,56,4,32,1,,,,,
Manhattan,Midtown South-Flatiron-Union Square,NE 21st Street and 6th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",105,3,1005800,40.74163392,-73.99363601,13,42334,"{'type': 'Point', 'coordinates': [-73.99363601, 40.74163392]}",75,12,MN05,MN051,MN,28,12073,11,4,10,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=322,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364014'},,
Manhattan,Upper West Side-Lincoln Square,SW West End Ave & W 60 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1015102,40.7721778,-73.99013103,20,42389,"{'type': 'Point', 'coordinates': [-73.99013103, 40.7721778]}",67,12,MN07,MN071,MN,47,10091,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=347,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364039'},,
Manhattan,Financial District-Battery Park City,SE Gold St & Frankfort St.,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",101,1,1001501,40.71066348,-74.00341004,1,42220,"{'type': 'Point', 'coordinates': [-74.00341004, 40.71066348]}",65,10,MN01,MN011,MN,27,13096,56,4,32,1,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=228,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363920'},,
Bronx,Soundview-Bruckner-Bronx River,NE Taylor Avenue & Archer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",209,18,2021601,40.83769228,-73.8663211,43,42030,"{'type': 'Point', 'coordinates': [-73.8663211, 40.83769228]}",87,14,BX09,BX092,BX,34,11269,58,5,31,26,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=444,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364136'},,
Brooklyn,Ocean Hill,Phoenix Community Garden,"36 Somers Street, Brooklyn, NY 11233",Phoenix Community Garden,March - November,Saturday (Start Time: 11:00 AM - End Time:  3:00 PM),,316,41,3037100,40.6785,-73.912,73,42484,"{'type': 'Point', 'coordinates': [-73.912, 40.6785]}",55,8,BKN16,BKN162,BKN,25,13516,55,2,17,46,https://www.phoenixcommunitygarden.org/,,,,
Manhattan,Upper West Side-Manhattan Valley,97th Street Greenmarket,W 97th St and Amsterdam Ave,GrowNYC,Year Round,Friday (Start Time: 8:00 AM - End Time:  12:30 PM),"No meat, bones, or dairy",107,7,1018500,40.794717,-73.969552,24,42411,"{'type': 'Point', 'coordinates': [-73.969552, 40.794717]}",69,12,MN07,MN074,MN,47,12422,20,4,23,15,grownyc.org/compost,,,,
Manhattan,Upper West Side-Lincoln Square,SW Columbus Ave & 70th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1015302,40.77611866,-73.97994637,20,42383,"{'type': 'Point', 'coordinates': [-73.97994637, 40.77611866]}",67,12,MN07,MN071,MN,47,12420,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=345,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364037'},,
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3034500,40.6734846,-73.93339064,77,42164,"{'type': 'Point', 'coordinates': [-73.93339064, 40.6734846]}",56,9,BKN08,BKN083,BKN,20,17615,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=180,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363872'},,
Manhattan,Upper West Side (Central),SW W 84 St & Columbus Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",107,6,1016900,40.78520105,-73.97335456,20,42398,"{'type': 'Point', 'coordinates': [-73.97335456, 40.78520105]}",69,12,MN07,MN073,MN,47,12421,20,4,19,12,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=363,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364055'},,
Bronx,Tremont,Mary Mitchell Center,"2007 Mapes Ave, Bronx, NY 10460",Mary Mitchell Family & Youth Center,Year Round,Monday - Friday (Start Time: 9:00 AM - End Time:  5:00 PM),,206,15,2037100,40.844901,-73.887287,48,42457,"{'type': 'Point', 'coordinates': [-73.887287, 40.844901]}",79,15,BX06,BX062,BX,32,11269,35,5,43,31,http://themarymitchellfyc.org/,,,,
Manhattan,East Midtown-Turtle Bay,SE 2nd Ave & E 49 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,4,1009000,40.7540545,-73.96902092,17,42351,"{'type': 'Point', 'coordinates': [-73.96902092, 40.7540545]}",73,12,MN06,MN063,MN,28,12079,71,4,51,9,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=275,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363967'},,
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,SE 2nd Avenue & 72nd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,5,1012602,40.76880091,-73.95866268,19,42296,"{'type': 'Point', 'coordinates': [-73.95866268, 40.76880091]}",76,12,MN08,MN082,MN,28,12083,23,4,51,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=249,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363941'},,
Brooklyn,Crown Heights (North),NE Rogers Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,36,3031701,40.67459378,-73.95274546,77,42151,"{'type': 'Point', 'coordinates': [-73.95274546, 40.67459378]}",43,9,BKN08,BKN082,BKN,20,17618,16,2,49,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=192,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363884'},,
Brooklyn,Sunset Park (West),Los Colibríes Community Garden,"219 34th Street, Brooklyn 11232",Los Colibríes Community Garden,Year Round,Sunday (Start Time: 11:00 AM - End Time:  4:00 PM),"No meat, bones, or dairy.",307,38,3008400,40.6547305,-74.0018481,72,42489,"{'type': 'Point', 'coordinates': [-74.0018481, 40.6547305]}",51,10,BKS07,BKS072,BKS,26,13515,9,2,7,45,https://www.facebook.com/jardin34/,,,,
Staten Island,Port Richmond,*CLOSED FOR THE SEASON* West Brighton,Chappell Street and Henderson Avenue,Snug Harbor Youth,Seasonal,Friday (Start Time: 4:00 PM - End Time:  5:30 PM),,501,49,5013302,40.636758,-74.119727,120,42193,"{'type': 'Point', 'coordinates': [-74.119727, 40.636758]}",61,11,SI01,SI013,SI,23,10697,4,1,13,74,snug-harbor.org,,,,
Manhattan,Gramercy,NE E 22 St & Lexington Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",106,2,1006800,40.73887359,-73.98511663,13,42340,"{'type': 'Point', 'coordinates': [-73.98511663, 40.73887359]}",74,12,MN06,MN061,MN,59,12073,71,4,50,7,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=380,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364072'},,
Manhattan,Inwood,SE Broadway & Academy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",112,10,1029100,40.86620151,-73.92508216,34,42208,"{'type': 'Point', 'coordinates': [-73.92508216, 40.86620151]}",72,13,MN12,MN124,MN,31,13098,47,4,39,22,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=410,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364102'},,
Brooklyn,Bushwick (West),SW St. Nicholas Avenue & Willoughby Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",304,34,3044700,40.70669251,-73.9204542,83,42119,"{'type': 'Point', 'coordinates': [-73.9204542, 40.70669251]}",53,7,BKN04,BKN041,BKN,18,13828,42,2,30,53,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=149,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363841'},,
Brooklyn,Bensonhurst,Bensonhurst Greenmarket,18th Ave btwn 81st & 82nd Streets,GrowNYC,Year Round,Sunday (Start Time: 9:00 AM - End Time:  1:00 PM),,311,38,3027800,40.609644,-73.999683,62,42494,"{'type': 'Point', 'coordinates': [-73.999683, 40.609644]}",49,11,BKS11,BKS113,BKS,17,17616,1,2,45,37,grownyc.org/compost,,,,
Queens,Astoria (Central),SE Crescent Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",401,22,4007300,40.76656937,-73.92594543,114,42003,"{'type': 'Point', 'coordinates': [-73.92594543, 40.76656937]}",36,14,QW01,QW013,QW,59,16859,39,3,4,72,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=163,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363855'},,
Queens,South Jamaica,CPF Liberty Collective Learning Garden,"106-1 173rd Street, Jamaica, NY",CPF Liberty Collective Learning Garden,April - August,Mon & Weds (Start Time: 10:00 AM - End Time:  4:00 PM),,412,27,4044000,40.7018967,-73.7834692,103,42563,"{'type': 'Point', 'coordinates': [-73.7834692, 40.7018967]}",29,5,QE12,QE123,QE,14,24668,41,3,6,61,,,,,
Manhattan,Murray Hill-Kips Bay,SE Park & E 33 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",105,2,1007200,40.74633636,-73.98169907,14,42325,"{'type': 'Point', 'coordinates': [-73.98169907, 40.74633636]}",73,12,MN05,MN051,MN,59,12078,11,4,50,8,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=279,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363971'},,
Manhattan,West Village,SE Greenwich St & 8th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",102,3,1007700,40.73916944,-74.00274561,6,42252,"{'type': 'Point', 'coordinates': [-74.00274561, 40.73916944]}",66,10,MN02,MN023,MN,47,12077,57,4,10,3,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=315,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364007'},,
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Myrtle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",303,36,3025901,40.69555546,-73.94638695,79,42061,"{'type': 'Point', 'coordinates': [-73.94638695, 40.69555546]}",56,8,BKN03,BKN031,BKN,25,17213,69,2,49,51,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=88,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363780'},,
Queens,Rego Park,The Compost Collective,"The corner of Yellowstone Blvd, and Kessel Street Forest Hills, NY 11375",The Compost Collective,Year Round (Except February),Saturday (Start Time: 12:00 PM - End Time:  2:00 PM),,406,30,4070300,40.71645,-73.85778,112,42531,"{'type': 'Point', 'coordinates': [-73.85778, 40.71645]}",28,6,QW06,QW062,QW,15,14786,40,3,28,70,https://www.facebook.com/pg/thecompostcollective/about/?ref=page_internal,,,,
Brooklyn,Prospect Heights,NE Washington Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",308,35,3021500,40.67358758,-73.96311119,77,42136,"{'type': 'Point', 'coordinates': [-73.96311119, 40.67358758]}",44,10,BKN08,BKN081,BKN,20,13829,16,2,48,49,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=167,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363859'},,
Bronx,Norwood,Keepers House Edible Garden,3400 Reservoir Oval East,Friends of Mosholu Parkland,Year Round,Every day (Start Time: 9:00 AM - End Time:  8:00 PM),,207,11,2042300,40.87896,-73.87585,52,42472,"{'type': 'Point', 'coordinates': [-73.87585, 40.87896]}",81,15,BX07,BX073,BX,33,11605,24,5,40,34,www.mpcbronx.org,,,,
Manhattan,East Village,NW 2nd Ave & 12th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",103,2,1004002,40.73119051,-73.98598125,9,42267,"{'type': 'Point', 'coordinates': [-73.98598125, 40.73119051]}",66,10,MN03,MN034,MN,27,11724,70,4,50,5,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=296,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363988'},,
Manhattan,Upper East Side-Carnegie Hill,SW Lexington Ave & E 74 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",108,4,1012800,40.7716845,-73.96144625,19,42299,"{'type': 'Point', 'coordinates': [-73.96144625, 40.7716845]}",73,12,MN08,MN082,MN,28,12083,23,4,51,11,www.nyc.gov/smartcomposting,https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=271,{'url': 'https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363963'},,
